"(1)",(2),(3),(4),(5),(6),(7),(8)
1.,cereal,219.53,304.68,202.95,139.85,147.35,232.88
2.,gram,1.26,0.44,0.81,7.79,0.56,2.60
3.,cereal substitutes,0.44,0.16,0.00,0.03,0.14,0.00
4.,pulses and pulse products,39.05,23.49,42.11,48.17,32.47,28.52
5.,milk and milk products,99.62,100.50,69.17,347.33,294.81,146.78
6.,sugar,21.02,11.36,17.34,48.12,34.44,17.55
7.,salt,3.37,2.46,3.09,2.83,2.82,1.87
8.,edible oil,66.68,26.74,44.48,72.74,65.86,62.43
9.,"egg, fish & meat",303.66,283.88,88.81,20.98,34.11,124.53
10.,vegetables,254.38,181.06,126.28,131.10,107.55,156.56
11.,fruits (fresh),33.39,53.47,43.23,64.05,60.55,43.91
12.,fruits (dry),1.61,3.65,4.62,11.15,19.32,0.54
13.,spices,34.51,37.57,43.20,57.42,59.34,41.49
14.,"beverages, refreshments, etc.",157.19,130.67,195.59,193.43,234.10,291.55
15.,food: total (1-14),1235.72,1160.13,881.67,1145.00,1093.42,1151.22
16,"pan, tobacco & intoxicants",180.65,67.02,35.29,40.69,41.31,85.48
17.,fuel and light,159.29,146.88,142.85,263.78,180.97,125.31
18.,clothing & bedding,163.56,153.62,115.82,159.36,146.14,188.75
19.,footwear,69.51,45.61,17.27,35.57,32.37,55.93
20.,education,85.80,186.63,111.24,225.25,227.30,254.78
21.,medical (institutional),5.61,2.96,15.93,72.74,19.61,0.32
22.,medical (non-institutional),35.69,17.28,72.57,124.19,72.22,31.97
23.,entertainment,43.16,56.99,29.47,40.61,33.35,70.02
24.,minor durable-type goods,22.64,17.74,9.50,5.05,4.50,14.22
25.,toilet articles,54.51,64.52,33.22,58.51,49.75,49.18
26.,other household consumables,40.45,29.22,30.23,55.64,44.93,36.87
27.,consum. services excl. conveyance,215.28,108.83,79.40,138.84,118.77,127.14
28.,conveyance,108.85,108.90,101.28,191.47,180.25,123.88
29.,rent,77.09,45.49,177.47,78.19,86.44,236.30
30.,taxes & cesses,18.72,14.08,9.85,10.03,11.83,14.74
31.,durable goods,51.23,58.57,77.57,149.10,99.27,41.81
32.,non-food: total (16-31),1332.02,1124.34,1058.97,1649.02,1348.99,1456.69
33.,total expenditure (15+32),2567.72,2284.43,1940.61,2794.02,2442.40,2607.87
34.,cooked meals recd. free in workpl.*,0.86,0.00,3.08,0.60,6.62,12.58
35.,cooked meals recd. as assistance *,19.20,0.10,10.61,4.80,5.27,36.36
36.,clothing & footwear (2nd hand) **,4.47,15.00,0.05,1.32,0.44,0.05
37.,"books, journals, etc. (2nd hand) @",0.33,0.84,0.09,1.50,0.34,0.38
38.,durables (2nd hand) $,2.41,0.05,0.23,3.78,2.78,0.00
