"(1)",(2),(3),(4),(5),(6),(7),(8)
1.,cereal,169.02,309.50,166.55,121.90,127.86,151.46
2.,gram,0.56,0.10,0.57,6.94,0.55,0.70
3.,cereal substitutes,0.96,0.06,0.01,0.00,0.08,0.55
4.,pulses and pulse products,33.90,22.23,32.32,42.84,28.52,29.45
5.,milk and milk products,43.66,92.08,27.07,330.94,257.77,137.29
6.,sugar,17.37,13.13,12.73,62.61,35.38,11.79
7.,salt,3.72,2.74,2.93,2.84,2.49,2.36
8.,edible oil,42.93,14.89,31.56,58.90,48.43,61.68
9.,"egg, fish & meat",122.10,153.95,39.32,9.66,13.03,78.97
10.,vegetables,120.35,108.02,68.64,78.68,49.82,93.47
11.,fruits (fresh),11.87,19.40,11.76,26.11,16.49,10.53
12.,fruits (dry),0.33,0.41,0.55,6.88,5.58,0.57
13.,spices,16.70,19.66,22.05,34.69,33.68,19.91
14.,"beverages, refreshments, etc.",67.54,63.05,54.24,111.22,70.00,118.71
15.,food: total (1-14),651.00,819.21,470.30,894.22,689.68,717.44
16,"pan, tobacco & intoxicants",115.46,55.28,19.15,25.16,43.96,53.71
17.,fuel and light,136.95,157.25,110.27,234.19,150.60,117.44
18.,clothing & bedding,75.04,131.90,60.55,104.93,85.52,140.51
19.,footwear,28.99,47.72,8.07,26.36,21.95,44.84
20.,education,30.24,124.89,19.58,116.84,42.71,40.44
21.,medical (institutional),1.22,0.85,18.27,23.26,21.28,3.63
22.,medical (non-institutional),20.59,15.09,44.52,132.27,65.87,11.93
23.,entertainment,18.45,33.72,8.88,21.94,10.28,39.07
24.,minor durable-type goods,9.63,16.74,3.97,4.08,3.93,5.56
25.,toilet articles,41.16,47.96,22.40,47.69,31.70,24.68
26.,other household consumables,22.49,27.51,18.24,51.83,33.77,19.06
27.,consum. services excl. conveyance,91.98,93.55,28.33,94.66,77.15,55.42
28.,conveyance,50.00,83.52,23.18,141.52,78.87,73.42
29.,rent,4.44,4.28,1.55,7.03,3.36,23.54
30.,taxes & cesses,3.42,2.36,0.70,8.53,2.84,1.66
31.,durable goods,17.88,63.53,22.28,141.91,69.09,15.88
32.,non-food: total (16-31),667.96,906.14,409.94,1182.21,742.88,670.77
33.,total expenditure (15+32),1318.96,1725.35,880.24,2076.43,1432.55,1388.21
34.,cooked meals recd. free in workpl.*,0.23,0.09,0.82,2.92,0.93,1.34
35.,cooked meals recd. as assistance *,20.48,0.76,12.74,19.21,14.36,35.04
36.,clothing & footwear (2nd hand) **,8.78,17.99,0.04,0.54,0.10,2.11
37.,"books, journals, etc. (2nd hand) @",0.52,0.08,0.17,1.20,0.30,0.00
38.,durables (2nd hand) $,0.00,0.00,0.12,7.29,5.29,0.00
