"(1)",(2),(3),(4),(5),(6),(7),(8)
1.,cereal,204.04,204.56,218.62,186.73,165.93,165.10
2.,gram,1.05,0.61,1.73,3.41,1.74,4.31
3.,cereal substitutes,0.02,1.68,0.00,0.01,0.17,0.05
4.,pulses and pulse products,59.06,39.15,43.33,38.27,48.11,55.27
5.,milk and milk products,145.65,76.87,84.13,110.30,66.86,328.33
6.,sugar,20.57,19.06,17.47,18.06,24.31,34.32
7.,salt,3.03,3.18,3.03,2.65,3.19,2.72
8.,edible oil,65.50,61.20,64.13,57.07,57.01,76.87
9.,"egg, fish & meat",133.23,259.25,195.10,58.08,49.62,59.63
10.,vegetables,108.40,172.47,121.27,107.33,136.23,144.23
11.,fruits (fresh),71.71,60.10,51.87,32.39,40.41,67.86
12.,fruits (dry),22.75,8.31,10.82,6.71,8.14,19.61
13.,spices,74.99,52.66,48.78,41.38,47.30,65.65
14.,"beverages, refreshments, etc.",225.65,179.08,183.36,98.71,138.90,322.97
15.,food: total (1-14),1135.65,1138.17,1043.63,761.11,787.92,1346.93
16,"pan, tobacco & intoxicants",61.61,129.52,67.83,21.16,47.11,42.39
17.,fuel and light,139.89,157.81,153.45,129.48,141.76,245.03
18.,clothing & bedding,154.86,210.76,105.11,95.42,131.39,191.40
19.,footwear,25.67,43.06,19.50,15.57,22.79,36.02
20.,education,184.41,106.96,103.83,98.11,116.59,261.56
21.,medical (institutional),40.38,31.28,40.50,23.55,25.05,41.54
22.,medical (non-institutional),104.08,71.86,75.51,54.05,63.39,72.37
23.,entertainment,47.68,62.68,38.99,14.57,40.01,54.00
24.,minor durable-type goods,7.03,17.88,8.07,7.97,6.64,9.20
25.,toilet articles,63.04,72.39,46.05,29.21,49.68,69.51
26.,other household consumables,50.64,37.63,30.20,24.99,39.31,56.27
27.,consum. services excl. conveyance,136.41,144.91,127.10,67.80,93.32,251.78
28.,conveyance,164.42,120.88,121.00,51.64,106.32,279.22
29.,rent,243.40,79.21,111.26,59.62,58.39,184.70
30.,taxes & cesses,21.39,13.03,9.45,1.66,16.90,53.08
31.,durable goods,104.53,216.13,87.70,50.66,121.30,103.45
32.,non-food: total (16-31),1549.43,1515.99,1145.55,745.47,1079.95,1951.53
33.,total expenditure (15+32),2685.09,2654.17,2189.15,1506.58,1867.86,3298.47
34.,cooked meals recd. free in workpl.*,2.70,3.11,2.54,1.01,4.05,7.30
35.,cooked meals recd. as assistance *,12.02,2.70,5.39,8.80,21.38,5.69
36.,clothing & footwear (2nd hand) **,0.12,4.04,0.28,0.22,0.13,2.52
37.,"books, journals, etc. (2nd hand) @",0.55,0.11,0.87,1.11,1.34,1.14
38.,durables (2nd hand) $,3.60,4.01,1.14,0.27,4.13,0.30
