"(1)",(2),(3),(4),(5),(6),(7),(8)
1.,cereal,227.40,317.11,203.41,139.21,145.56,210.52
2.,gram,1.17,0.54,0.60,7.74,0.68,2.06
3.,cereal substitutes,0.42,0.02,0.00,0.05,0.25,0.00
4.,pulses and pulse products,41.59,28.34,43.57,48.06,32.51,30.93
5.,milk and milk products,102.06,111.69,62.07,357.46,302.87,151.15
6.,sugar,21.16,12.74,17.23,50.07,35.28,17.25
7.,salt,3.61,2.65,3.14,2.88,2.83,2.14
8.,edible oil,60.17,19.95,41.56,64.04,56.98,57.82
9.,"egg, fish & meat",211.19,167.66,63.24,15.42,21.57,96.52
10.,vegetables,164.49,126.67,88.96,84.45,68.60,132.88
11.,fruits (fresh),19.97,36.88,25.60,37.08,34.49,28.44
12.,fruits (dry),0.77,2.20,2.81,8.52,15.65,4.20
13.,spices,22.65,20.68,27.62,35.27,35.62,30.26
14.,"beverages, refreshments, etc.",110.07,92.02,138.82,141.70,125.57,291.65
15.,food: total (1-14),986.73,939.16,718.65,991.97,878.47,1055.82
16,"pan, tobacco & intoxicants",145.83,48.33,25.76,30.30,39.36,69.96
17.,fuel and light,169.26,161.63,145.27,277.97,191.64,130.99
18.,clothing & bedding,180.59,178.04,114.74,165.71,141.90,180.30
19.,footwear,78.77,50.60,16.53,36.94,31.18,51.31
20.,education,95.24,210.61,110.21,254.03,227.53,187.21
21.,medical (institutional),6.00,2.98,24.76,52.66,34.21,1.19
22.,medical (non-institutional),34.47,20.79,100.04,128.45,72.76,24.25
23.,entertainment,46.90,63.93,30.73,40.99,31.86,77.05
24.,minor durable-type goods,20.40,21.73,8.00,4.91,4.02,6.90
25.,toilet articles,60.86,75.05,35.44,61.30,50.51,46.13
26.,other household consumables,40.63,38.44,33.16,58.69,45.74,30.63
27.,consum. services excl. conveyance,243.26,147.89,84.66,143.60,119.05,135.62
28.,conveyance,129.84,139.51,121.33,200.09,161.95,123.46
29.,rent,76.95,84.83,134.19,74.74,71.44,366.90
30.,taxes & cesses,21.77,18.40,11.02,10.75,11.85,10.72
31.,durable goods,89.03,77.52,115.86,209.97,93.46,29.70
32.,non-food: total (16-31),1439.81,1340.27,1111.70,1751.11,1328.47,1472.33
33.,total expenditure (15+32),2426.53,2279.42,1830.33,2743.07,2206.93,2528.11
34.,cooked meals recd. free in workpl.*,0.78,0.41,2.02,1.87,3.11,35.93
35.,cooked meals recd. as assistance *,11.90,0.12,8.53,4.49,4.19,2.88
36.,clothing & footwear (2nd hand) **,4.20,15.92,0.03,1.23,0.27,0.16
37.,"books, journals, etc. (2nd hand) @",0.26,0.32,0.11,0.76,0.52,0.01
38.,durables (2nd hand) $,0.20,0.20,2.60,22.63,3.74,0.00
