"(1)",(2),(3),(4),(5),(6),(7),(8)
1.,cereal,151.33,179.91,129.85,151.34,209.22,158.14
2.,gram,5.99,0.06,1.13,3.35,0.52,1.37
3.,cereal substitutes,0.16,0.23,0.06,0.00,0.02,2.48
4.,pulses and pulse products,44.77,23.87,40.85,54.62,26.41,58.11
5.,milk and milk products,89.13,25.82,113.82,188.66,32.14,76.00
6.,sugar,12.57,8.35,24.53,31.00,15.85,12.90
7.,salt,2.62,3.78,1.91,2.56,2.57,3.29
8.,edible oil,41.31,42.52,47.56,65.32,57.84,105.15
9.,"egg, fish & meat",110.48,200.71,27.53,34.57,131.29,240.43
10.,vegetables,93.89,139.94,80.99,105.10,105.70,220.81
11.,fruits (fresh),50.54,22.35,20.15,34.20,23.49,60.05
12.,fruits (dry),4.92,1.03,6.19,5.66,1.62,5.69
13.,spices,78.55,39.92,37.37,44.78,41.49,96.14
14.,"beverages, refreshments, etc.",185.29,78.20,80.34,134.69,103.57,225.37
15.,food: total (1-14),871.55,766.71,612.28,855.84,751.75,1265.93
16,"pan, tobacco & intoxicants",57.00,79.94,28.68,48.96,32.82,189.23
17.,fuel and light,100.52,94.15,99.12,130.58,114.32,147.13
18.,clothing & bedding,83.83,88.57,73.48,125.22,75.52,176.77
19.,footwear,10.94,11.58,12.64,26.72,9.00,26.68
20.,education,81.40,59.25,45.15,93.21,47.26,70.48
21.,medical (institutional),32.60,11.22,33.58,22.86,22.46,5.09
22.,medical (non-institutional),66.11,42.06,72.05,57.16,68.58,26.57
23.,entertainment,28.90,15.68,6.04,26.36,10.27,33.02
24.,minor durable-type goods,3.00,1.89,2.89,5.43,2.90,8.27
25.,toilet articles,41.11,21.45,22.95,33.05,26.83,86.58
26.,other household consumables,43.96,16.22,19.21,30.91,20.77,61.84
27.,consum. services excl. conveyance,67.68,45.21,44.45,79.75,32.31,100.34
28.,conveyance,104.70,41.56,41.24,80.77,32.51,269.20
29.,rent,18.37,1.39,1.46,16.21,1.16,106.49
30.,taxes & cesses,4.68,0.64,0.31,6.04,0.88,1.41
31.,durable goods,76.59,36.87,40.49,86.70,41.33,136.65
32.,non-food: total (16-31),821.38,567.68,543.75,869.94,538.93,1445.73
33.,total expenditure (15+32),1692.93,1334.39,1156.03,1725.77,1290.68,2711.62
34.,cooked meals recd. free in workpl.*,3.87,0.12,0.68,0.50,2.24,0.66
35.,cooked meals recd. as assistance *,17.32,23.22,12.83,28.50,19.83,41.24
36.,clothing & footwear (2nd hand) **,0.06,0.81,0.19,0.98,0.65,0.00
37.,"books, journals, etc. (2nd hand) @",0.17,0.62,0.20,0.17,0.76,0.06
38.,durables (2nd hand) $,2.03,0.02,1.94,2.77,0.91,2.52
