"(1)",(2),(3),(4),(5),(6),(7),(8)
1.,cereal,171.20,127.39,150.69,146.77,159.12,152.91
2.,gram,12.81,5.24,3.02,8.36,9.30,2.07
3.,cereal substitutes,0.00,0.00,0.17,4.79,0.00,0.91
4.,pulses and pulse products,87.84,69.62,74.43,55.07,65.28,39.51
5.,milk and milk products,344.10,19.49,123.01,71.81,118.11,114.90
6.,sugar,31.92,7.16,22.86,40.48,15.26,23.69
7.,salt,4.10,1.58,2.40,2.41,3.72,2.44
8.,edible oil,73.22,59.70,126.06,77.64,60.18,53.44
9.,"egg, fish & meat",12.24,48.67,126.49,518.99,159.02,68.46
10.,vegetables,138.05,86.19,169.31,122.00,101.44,94.62
11.,fruits (fresh),52.38,23.73,45.32,171.07,52.77,32.16
12.,fruits (dry),8.47,0.72,11.23,16.49,3.40,8.36
13.,spices,61.97,38.92,68.51,97.93,108.37,50.08
14.,"beverages, refreshments, etc.",166.85,93.70,250.64,329.83,248.95,112.94
15.,food: total (1-14),1165.14,582.13,1174.13,1663.65,1104.93,756.49
16,"pan, tobacco & intoxicants",42.12,54.02,293.07,48.92,48.49,45.93
17.,fuel and light,239.77,112.07,159.99,127.68,111.91,114.11
18.,clothing & bedding,119.14,65.11,128.39,152.23,110.05,85.68
19.,footwear,32.60,12.51,23.07,25.73,15.20,14.61
20.,education,235.03,23.37,28.83,13.30,103.65,49.97
21.,medical (institutional),24.28,19.76,6.95,129.73,23.89,30.81
22.,medical (non-institutional),56.43,38.46,37.53,44.32,79.51,64.37
23.,entertainment,29.83,12.33,43.38,15.65,32.54,14.21
24.,minor durable-type goods,4.93,1.80,13.28,2.03,2.92,4.65
25.,toilet articles,68.60,25.90,52.55,42.36,59.38,29.99
26.,other household consumables,45.25,20.16,40.31,42.86,72.98,27.35
27.,consum. services excl. conveyance,103.53,39.61,131.91,110.98,125.36,57.04
28.,conveyance,182.22,76.00,83.76,190.40,144.35,60.09
29.,rent,174.83,20.88,146.67,62.52,39.62,6.50
30.,taxes & cesses,20.08,0.74,4.55,0.27,6.52,3.53
31.,durable goods,89.22,18.25,67.37,251.49,92.01,64.64
32.,non-food: total (16-31),1467.85,540.97,1261.61,1260.47,1068.38,673.47
33.,total expenditure (15+32),2632.97,1123.16,2435.76,2924.13,2173.30,1429.96
34.,cooked meals recd. free in workpl.*,1.47,0.12,2.05,10.53,1.50,1.81
35.,cooked meals recd. as assistance *,0.00,13.55,6.68,54.94,17.61,20.41
36.,clothing & footwear (2nd hand) **,1.56,0.13,1.19,0.00,0.00,0.43
37.,"books, journals, etc. (2nd hand) @",0.48,0.07,0.00,0.01,0.00,0.33
38.,durables (2nd hand) $,0.00,0.00,0.00,0.00,0.00,2.99
