"(1)",(2),(3),(4),(5),(6),(7),(8),(9)
1.,cereal,178.89,191.46,197.20,212.07,218.33,233.80,175.52
2.,gram,3.30,3.44,3.53,4.14,4.51,5.09,2.92
3.,cereal substitutes,1.57,1.65,1.39,1.64,1.74,1.55,1.27
4.,pulses and pulse products,53.46,56.27,58.75,66.56,69.01,75.52,51.55
5.,milk and milk products,186.98,211.35,238.74,295.44,352.50,424.73,186.47
6.,sugar,28.35,30.30,31.77,33.96,36.07,40.72,27.69
7.,salt,2.87,2.97,3.05,3.18,3.22,3.25,2.75
8.,edible oil,65.45,70.47,75.04,80.84,83.06,89.95,63.62
9.,"egg, fish & meat",67.38,69.19,87.30,93.27,112.55,126.77,66.94
10.,vegetables,83.27,90.95,96.75,107.98,115.95,125.30,81.40
11.,fruits (fresh),35.54,44.06,55.04,72.88,98.07,133.38,42.02
12.,fruits (dry),11.30,13.55,16.60,24.17,34.12,55.18,13.85
13.,spices,39.19,41.46,43.56,47.36,49.88,52.77,36.99
14.,"beverages, refreshments, etc.",122.28,149.83,207.67,267.48,389.79,779.10,169.90
15.,food: total (1-14),879.82,976.96,1116.40,1310.98,1568.81,2147.11,922.91
16,"pan, tobacco & intoxicants",30.98,39.64,40.53,49.09,52.42,65.28,33.56
17.,fuel and light,172.36,188.08,212.82,255.64,307.51,412.55,182.54
18.,clothing & bedding,99.77,122.23,167.44,220.94,312.84,529.23,127.45
19.,footwear,24.10,29.50,38.22,49.59,71.02,102.42,29.09
20.,education,86.65,111.32,141.42,202.47,384.48,831.70,135.73
21.,medical (institutional),8.21,12.88,15.07,30.64,84.35,419.11,33.13
22.,medical (non-institutional),87.33,98.77,122.69,158.53,218.35,354.01,98.85
23.,entertainment,37.91,42.36,52.66,71.88,94.89,168.86,43.77
24.,minor durable-type goods,6.44,6.97,9.88,15.31,22.58,40.79,8.42
25.,toilet articles,53.39,60.26,69.18,84.26,106.35,147.61,56.88
26.,other household consumables,45.28,52.84,61.19,74.37,93.54,125.14,48.90
27.,consum. services excl. conveyance,98.94,123.47,166.29,261.84,422.25,850.10,155.78
28.,conveyance,122.49,159.56,217.85,311.30,482.16,959.14,180.98
29.,rent,98.78,146.99,187.95,279.48,437.52,1101.71,166.93
30.,taxes & cesses,16.28,20.48,26.07,38.46,52.80,94.77,22.22
31.,durable goods,38.74,53.43,84.17,147.81,282.56,1929.87,152.09
32.,non-food: total (16-31),1027.67,1268.78,1613.41,2251.59,3425.62,8132.30,1476.33
33.,total expenditure (15+32),1907.49,2245.74,2729.81,3562.57,4994.43,10279.41,2399.24
34.,cooked meals recd. free in workpl.*,5.11,3.55,10.36,13.66,12.89,24.05,5.79
35.,cooked meals recd. as assistance *,7.99,5.83,4.21,1.14,1.70,0.73,7.24
36.,clothing & footwear (2nd hand) **,0.36,0.25,0.17,0.15,0.20,0.10,0.29
37.,"books, journals, etc. (2nd hand) @",0.43,0.27,0.53,0.37,0.63,0.58,0.41
38.,durables (2nd hand) $,0.57,0.42,4.06,0.23,3.74,45.25,3.18
