"(1)",(2),(3),(4),(5),(6),(7),(8)
1.,cereal,185.45,155.60,141.44,184.27,269.96,205.32
2.,gram,3.36,8.06,0.66,1.90,0.98,0.31
3.,cereal substitutes,0.06,5.02,2.26,5.60,0.31,0.49
4.,pulses and pulse products,59.13,39.69,52.40,62.61,20.22,28.89
5.,milk and milk products,132.37,112.98,167.14,182.18,30.20,74.39
6.,sugar,24.07,26.17,30.49,31.95,8.09,17.22
7.,salt,2.68,2.29,2.59,2.82,3.21,2.75
8.,edible oil,66.02,55.36,63.02,87.45,40.10,45.19
9.,"egg, fish & meat",110.17,235.29,40.30,106.35,144.38,214.79
10.,vegetables,102.13,102.52,91.63,136.77,104.30,138.01
11.,fruits (fresh),98.28,134.01,43.88,88.34,17.98,53.26
12.,fruits (dry),26.20,13.55,14.51,46.85,3.22,3.48
13.,spices,73.10,75.95,57.45,70.12,37.46,34.42
14.,"beverages, refreshments, etc.",329.61,293.75,160.64,318.16,97.23,206.88
15.,food: total (1-14),1212.63,1260.23,868.42,1325.36,777.64,1025.40
16,"pan, tobacco & intoxicants",48.68,63.68,39.86,37.61,39.27,117.68
17.,fuel and light,163.36,158.64,170.10,205.10,147.36,142.58
18.,clothing & bedding,143.49,176.47,105.59,158.73,81.31,151.78
19.,footwear,28.56,26.85,21.59,31.84,18.80,47.82
20.,education,203.26,168.46,143.75,210.55,129.47,204.49
21.,medical (institutional),57.36,103.38,31.73,86.94,6.23,4.98
22.,medical (non-institutional),79.56,171.41,93.74,107.75,17.02,24.49
23.,entertainment,60.35,46.00,30.53,54.63,16.38,58.34
24.,minor durable-type goods,10.49,8.25,5.85,9.35,5.97,10.24
25.,toilet articles,68.35,49.26,47.40,71.08,25.12,51.76
26.,other household consumables,57.01,45.63,37.68,57.67,18.27,30.61
27.,consum. services excl. conveyance,173.94,192.26,98.38,211.88,48.40,155.07
28.,conveyance,209.73,242.47,135.24,212.58,110.21,174.38
29.,rent,360.04,109.49,82.80,206.69,9.61,179.87
30.,taxes & cesses,35.51,18.73,14.12,47.30,6.10,2.71
31.,durable goods,113.22,567.22,131.24,154.08,25.51,53.42
32.,non-food: total (16-31),1812.89,2148.22,1189.61,1863.79,705.03,1410.23
33.,total expenditure (15+32),3025.52,3408.45,2058.02,3189.14,1482.63,2435.66
34.,cooked meals recd. free in workpl.*,12.07,16.16,1.66,7.00,0.71,2.23
35.,cooked meals recd. as assistance *,14.27,10.18,9.94,12.48,2.28,4.72
36.,clothing & footwear (2nd hand) **,0.10,0.13,0.17,0.15,3.05,1.67
37.,"books, journals, etc. (2nd hand) @",0.67,0.26,0.79,0.39,0.42,0.39
38.,durables (2nd hand) $,3.29,67.44,4.34,1.66,2.24,1.25
