"(1)",(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12)
Andhra Pradesh,737,848,997,1134,1244,1361,1518,1672,1920,2485,3084
Arunachal Pradesh,550,600,705,800,955,1115,1346,1710,2079,2615,3443
Assam,577,639,734,796,875,941,1021,1132,1301,1573,1869
Bihar,531,581,666,749,811,876,969,1053,1203,1454,1679
Chhattisgarh,431,495,600,657,712,781,850,946,1128,1420,1785
Delhi,800,989,1292,1694,2103,2582,2787,4017,4210,4293,4471
Goa,1036,1143,1430,1644,1805,2140,2389,2788,3120,3791,4177
Gujarat,723,812,914,1005,1084,1215,1372,1536,1755,2242,2811
Haryana,825,969,1186,1371,1537,1724,1914,2149,2508,3035,3649
Himachal Pradesh,824,931,1082,1208,1321,1496,1684,1902,2244,2910,3833
Jammu & Kashmir,752,856,1057,1162,1277,1401,1530,1681,1972,2451,2919
Jharkhand,505,567,633,686,743,823,887,985,1119,1345,1591
Karnataka,728,782,868,955,1049,1158,1292,1442,1648,2176,2808
Kerala,896,1028,1209,1350,1538,1752,1971,2325,2814,3798,5201
Madhya Pradesh,457,527,626,722,807,878,979,1103,1316,1653,1988
Maharashtra,672,783,920,1040,1144,1244,1388,1540,1766,2191,2670
Manipur,776,840,943,1021,1125,1206,1307,1445,1613,1910,2270
Meghalaya,774,847,968,1074,1148,1225,1308,1456,1595,1822,2110
Mizoram,673,761,884,995,1103,1192,1315,1484,1735,2221,2695
Nagaland,933,1042,1262,1396,1511,1620,1753,1948,2181,2561,2927
Odisha,451,511,591,653,724,797,886,987,1120,1409,1714
Punjab,966,1121,1282,1432,1602,1780,1978,2298,2800,3431,4239
Rajasthan,668,800,960,1090,1200,1301,1426,1607,1819,2160,2615
Sikkim,865,932,1030,1119,1188,1277,1395,1521,1723,2103,2615
Tamil Nadu,709,796,917,1044,1177,1325,1491,1662,2020,2513,3217
Tripura,673,726,819,902,973,1067,1162,1271,1497,1816,2133
Uttar Pradesh,524,587,684,764,844,931,1023,1129,1307,1686,2080
Uttarakhand,791,847,963,1096,1179,1281,1426,1620,1851,2374,3256
West Bengal,572,666,761,847,928,1025,1144,1284,1458,1798,2221
A&N Islands,1047,1152,1476,1647,1916,2080,2333,2634,3152,4462,5526
Chandigarh,1234,1341,1413,1695,1824,2111,2391,2634,2929,4577,5322
Dadra & N. Haveli,487,561,656,671,705,811,880,1076,1403,2054,2704
Daman Diu,1406,1437,1633,2011,2031,2090,2217,2279,2825,3064,3585
Lakshadweep,1260,1488,1579,1830,1889,2050,2110,2802,3044,3938,5386
Puducherry,985,1092,1421,1765,1929,2033,2283,2552,2780,3435,4671
All-India,555,639,758,860,961,1073,1211,1382,1629,2090,2652
