"(1)",(2),(3),(4),(5),(6),(7),(8),(9)
1.,cereal,153.51,157.62,166.48,175.94,181.02,212.97,152.91
2.,gram,1.88,2.22,2.55,3.18,4.18,5.62,2.07
3.,cereal substitutes,0.84,1.02,1.23,1.54,2.16,2.93,0.91
4.,pulses and pulse products,39.99,42.07,44.74,49.98,54.05,71.56,39.51
5.,milk and milk products,103.13,123.62,147.91,191.66,238.65,331.56,114.90
6.,sugar,23.49,25.19,27.94,32.83,36.71,48.97,23.69
7.,salt,2.41,2.55,2.70,2.93,2.99,3.42,2.44
8.,edible oil,54.37,58.30,61.85,67.31,74.11,94.78,53.44
9.,"egg, fish & meat",68.34,73.93,83.68,101.95,123.49,201.38,68.46
10.,vegetables,92.91,99.74,108.82,118.91,131.74,162.31,94.62
11.,fruits (fresh),25.89,32.50,42.11,55.95,77.05,117.98,32.16
12.,fruits (dry),7.43,8.71,11.55,14.40,19.20,31.97,8.36
13.,spices,50.28,55.13,61.07,67.38,74.38,96.41,50.08
14.,"beverages, refreshments, etc.",97.30,112.28,128.70,155.59,196.83,388.49,112.94
15.,food: total (1-14),721.78,794.89,891.33,1039.54,1216.55,1770.35,756.49
16,"pan, tobacco & intoxicants",39.99,49.10,55.48,67.19,80.93,140.27,45.93
17.,fuel and light,111.33,119.56,130.00,148.21,169.40,202.76,114.11
18.,clothing & bedding,83.02,88.86,99.35,116.54,140.96,197.92,85.68
19.,footwear,14.01,15.75,17.54,21.22,25.91,34.78,14.61
20.,education,31.47,40.82,54.28,79.09,121.49,277.50,49.97
21.,medical (institutional),18.49,19.98,28.11,43.32,76.43,241.28,30.81
22.,medical (non-institutional),49.77,58.34,77.42,100.78,144.90,252.91,64.37
23.,entertainment,12.64,15.05,18.76,24.92,33.45,50.43,14.21
24.,minor durable-type goods,4.03,4.51,5.41,6.94,10.36,16.12,4.65
25.,toilet articles,28.74,32.37,36.28,42.26,50.71,66.21,29.99
26.,other household consumables,25.23,28.67,33.98,39.74,49.55,71.52,27.35
27.,consum. services excl. conveyance,48.47,58.88,65.66,83.02,107.87,201.08,57.04
28.,conveyance,41.40,55.60,71.11,105.60,158.20,290.82,60.09
29.,rent,1.41,3.33,4.54,8.34,21.67,68.05,6.50
30.,taxes & cesses,3.48,3.64,4.84,6.10,8.45,12.94,3.53
31.,durable goods,30.81,37.43,51.27,74.63,139.50,586.24,64.64
32.,non-food: total (16-31),544.30,631.87,754.04,967.92,1339.79,2710.84,673.47
33.,total expenditure (15+32),1266.08,1426.76,1645.36,2007.46,2556.33,4481.18,1429.96
34.,cooked meals recd. free in workpl.*,1.25,1.53,1.45,1.84,2.60,14.07,1.81
35.,cooked meals recd. as assistance *,23.04,22.82,20.89,18.57,14.28,9.00,20.41
36.,clothing & footwear (2nd hand) **,0.44,0.42,0.37,0.41,0.37,0.22,0.43
37.,"books, journals, etc. (2nd hand) @",0.31,0.43,0.24,0.41,0.54,0.72,0.33
38.,durables (2nd hand) $,1.36,2.53,2.07,1.64,7.39,33.55,2.99
