"(1)",(2),(3),(4),(5),(6),(7),(8)
1.,cereal,187.12,155.67,139.24,185.17,280.37,209.94
2.,gram,3.63,8.09,0.71,1.67,1.07,0.26
3.,cereal substitutes,0.05,4.59,2.40,5.70,0.45,0.67
4.,pulses and pulse products,60.33,39.47,51.05,63.71,21.09,30.22
5.,milk and milk products,136.29,119.88,170.19,177.28,37.19,81.85
6.,sugar,24.20,26.19,30.36,31.87,8.54,18.06
7.,salt,2.69,2.33,2.52,2.75,3.29,2.72
8.,edible oil,57.40,48.08,56.92,79.08,32.98,40.19
9.,"egg, fish & meat",69.80,192.02,20.64,65.36,107.78,170.14
10.,vegetables,63.82,66.12,54.95,90.63,63.32,100.91
11.,fruits (fresh),55.80,99.17,24.97,52.10,13.09,41.32
12.,fruits (dry),16.69,8.32,10.31,31.13,2.05,2.30
13.,spices,38.55,48.86,29.65,36.73,19.69,20.86
14.,"beverages, refreshments, etc.",209.90,214.64,99.16,234.63,66.77,149.72
15.,food: total (1-14),926.29,1033.43,693.06,1057.82,657.68,869.15
16,"pan, tobacco & intoxicants",44.30,43.58,27.82,24.88,28.15,105.35
17.,fuel and light,167.79,163.34,177.77,211.55,157.37,147.38
18.,clothing & bedding,149.05,180.18,103.41,162.67,94.91,152.77
19.,footwear,29.81,28.46,21.52,32.49,22.69,46.42
20.,education,212.04,208.46,152.30,225.18,139.17,216.94
21.,medical (institutional),59.00,106.91,20.87,85.97,8.10,12.32
22.,medical (non-institutional),92.54,162.40,73.55,113.61,25.63,42.20
23.,entertainment,59.99,43.77,35.87,54.45,19.44,57.02
24.,minor durable-type goods,14.46,9.58,5.66,9.66,8.46,10.81
25.,toilet articles,67.87,53.30,47.20,72.20,27.20,51.99
26.,other household consumables,59.90,49.81,40.15,57.37,19.75,33.24
27.,consum. services excl. conveyance,205.58,199.19,99.70,219.23,58.98,159.88
28.,conveyance,225.89,251.10,122.35,222.88,132.13,176.59
29.,rent,348.17,127.14,80.42,204.20,10.23,155.24
30.,taxes & cesses,37.19,17.66,14.08,49.51,7.16,2.40
31.,durable goods,199.06,365.93,126.63,133.40,31.89,54.14
32.,non-food: total (16-31),1972.64,2010.79,1149.30,1879.25,791.25,1424.68
33.,total expenditure (15+32),2898.94,3044.22,1842.35,2937.06,1448.91,2293.82
34.,cooked meals recd. free in workpl.*,15.37,15.85,2.21,7.11,0.30,1.58
35.,cooked meals recd. as assistance *,12.63,6.08,6.32,9.48,2.19,2.16
36.,clothing & footwear (2nd hand) **,0.06,0.10,0.21,0.17,3.01,1.89
37.,"books, journals, etc. (2nd hand) @",0.24,0.18,0.47,0.47,0.14,0.62
38.,durables (2nd hand) $,3.52,16.72,5.34,3.81,2.54,0.23
