"(1)",(2),(3),(4),(5),(6),(7),(8),(9)
1.,cereal,180.15,187.62,201.59,213.32,223.41,229.53,175.52
2.,gram,3.03,3.60,3.85,3.77,4.69,5.28,2.92
3.,cereal substitutes,1.52,1.53,1.69,1.81,1.74,1.52,1.27
4.,pulses and pulse products,52.25,56.57,60.65,66.10,69.75,75.51,51.55
5.,milk and milk products,187.00,208.70,242.26,290.48,357.68,437.77,186.47
6.,sugar,28.65,30.09,32.90,33.68,36.60,39.70,27.69
7.,salt,2.88,2.92,3.10,3.18,3.28,3.17,2.75
8.,edible oil,64.74,71.61,76.08,80.73,85.34,89.71,63.62
9.,"egg, fish & meat",66.44,69.73,84.79,96.02,114.01,129.31,66.94
10.,vegetables,81.29,93.61,99.28,106.88,118.31,127.59,81.40
11.,fruits (fresh),35.68,44.25,56.18,71.42,95.55,140.58,42.02
12.,fruits (dry),11.39,12.95,17.28,23.79,33.54,56.85,13.85
13.,spices,38.49,41.81,43.76,46.75,50.40,53.29,36.99
14.,"beverages, refreshments, etc.",124.44,153.34,189.82,266.88,356.41,847.70,169.90
15.,food: total (1-14),877.95,978.35,1113.23,1304.79,1550.70,2237.51,922.91
16,"pan, tobacco & intoxicants",31.23,38.93,37.01,50.08,52.89,63.84,33.56
17.,fuel and light,170.73,187.20,215.51,252.47,311.34,424.38,182.54
18.,clothing & bedding,129.51,145.31,174.11,213.17,286.74,438.57,144.50
19.,footwear,24.13,27.01,32.71,41.00,55.15,87.26,27.10
20.,education,131.43,168.00,234.30,335.42,522.06,1025.88,193.09
21.,medical (institutional),32.28,43.67,55.15,82.85,151.38,318.82,51.60
22.,medical (non-institutional),82.56,94.08,126.20,153.11,222.90,369.12,98.85
23.,entertainment,36.85,42.50,52.42,70.47,97.70,168.33,43.77
24.,minor durable-type goods,6.83,7.82,8.65,14.01,22.24,41.46,8.42
25.,toilet articles,53.60,58.86,70.62,82.59,107.92,154.07,56.88
26.,other household consumables,45.28,51.94,62.27,73.49,94.37,128.65,48.90
27.,consum. services excl. conveyance,97.83,122.82,159.96,244.59,436.70,887.11,155.78
28.,conveyance,122.32,156.97,211.83,313.18,482.36,1001.25,180.98
29.,rent,98.62,152.34,180.89,271.09,419.13,1144.14,166.93
30.,taxes & cesses,16.20,19.67,25.14,37.41,56.17,101.69,22.22
31.,durable goods,60.17,81.94,126.67,211.52,398.46,1140.15,138.99
32.,non-food: total (16-31),1139.58,1399.04,1773.45,2446.43,3717.52,7494.73,1554.12
33.,total expenditure (15+32),2017.53,2377.40,2886.68,3751.22,5268.21,9732.24,2477.02
34.,cooked meals recd. free in workpl.*,4.77,4.36,9.15,13.72,11.82,25.46,5.79
35.,cooked meals recd. as assistance *,5.32,6.80,3.24,1.43,1.47,0.49,7.24
36.,clothing & footwear (2nd hand) **,0.26,0.32,0.29,0.33,0.16,2.52,0.58
37.,"books, journals, etc. (2nd hand) @",0.67,0.24,0.23,0.40,0.47,0.40,0.41
38.,durables (2nd hand) $,0.83,2.75,3.07,4.56,9.67,35.82,3.78
