"(1)",(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12)
Andhra Pradesh,860,982,1135,1258,1395,1521,1669,1869,2149,2628,3139
Arunachal Pradesh,637,699,896,997,1158,1336,1571,1959,2496,3475,4401
Assam,646,702,812,914,995,1078,1208,1316,1519,1854,2217
Bihar,608,686,799,884,969,1032,1123,1219,1395,1690,1958
Chhattisgarh,529,587,677,769,840,917,978,1087,1275,1514,1865
Delhi,1190,1304,1878,1955,2117,2287,2421,2794,4029,4472,4504
Goa,1210,1380,1468,1655,1927,2204,2333,2671,2974,3284,4505
Gujarat,727,864,993,1089,1202,1333,1449,1644,1924,2402,2905
Haryana,944,1089,1307,1497,1710,1884,2111,2439,2814,3503,4200
Himachal Pradesh,932,1028,1211,1368,1512,1695,1904,2140,2491,3163,4071
Jammu & Kashmir,814,988,1159,1275,1421,1537,1713,1918,2160,2636,3224
Jharkhand,539,610,696,784,843,937,1015,1098,1205,1436,1710
Karnataka,769,850,978,1113,1202,1320,1462,1591,1839,2459,3072
Kerala,977,1104,1327,1526,1736,1995,2309,2594,3118,4216,5660
Madhya Pradesh,500,574,706,807,888,987,1106,1230,1468,1823,2260
Maharashtra,779,906,1049,1165,1270,1383,1525,1691,1960,2487,3033
Manipur,780,869,1040,1158,1236,1344,1455,1614,1856,2301,2729
Meghalaya,853,970,1051,1157,1272,1344,1455,1611,1800,2114,2477
Mizoram,788,895,1058,1168,1295,1460,1643,1834,2158,2644,3141
Nagaland,1177,1314,1502,1637,1703,1824,1986,2233,2477,2920,3597
Odisha,502,559,652,748,814,891,980,1095,1254,1539,1876
Punjab,1054,1175,1378,1565,1748,1974,2241,2527,2945,3703,4687
Rajasthan,725,879,1022,1159,1289,1405,1532,1719,1912,2367,2854
Sikkim,927,1028,1122,1204,1290,1354,1471,1635,1896,2311,2723
Tamil Nadu,686,822,1003,1163,1313,1442,1615,1822,2150,2822,3540
Tripura,683,777,910,1005,1103,1186,1295,1462,1667,2102,2501
Uttar Pradesh,569,638,744,829,906,1004,1110,1233,1421,1800,2190
Uttarakhand,857,988,1104,1238,1326,1449,1639,1849,2160,2717,3306
West Bengal,653,745,839,934,1029,1138,1247,1365,1574,1950,2402
A&N Islands,1186,1457,1620,1768,1926,2169,2561,2757,3313,4213,5593
Chandigarh,1192,1239,1378,1679,2034,2078,2377,2714,3178,4798,6399
Dadra & N. Haveli,542,606,697,786,824,966,1119,1239,1384,1947,2013
Daman Diu,1347,1396,1469,1539,1636,1942,2239,2504,3459,4557,4916
Lakshadweep,1337,1636,1923,2166,2442,2480,2626,2692,3035,4785,5535
Puducherry,1077,1171,1400,1509,1865,2029,2255,2391,2601,3188,3512
All-India,616,710,845,963,1075,1198,1341,1522,1793,2296,2886
