"(1)",(2),(3),(4),(5),(6),(7),(8)
1.,cereal,165.85,115.19,181.99,145.97,159.52,153.13
2.,gram,11.76,5.46,7.18,8.32,8.63,2.15
3.,cereal substitutes,0.00,0.00,0.10,4.36,0.00,0.88
4.,pulses and pulse products,94.40,67.30,78.54,54.28,70.95,39.73
5.,milk and milk products,312.13,21.75,126.28,63.80,135.41,116.13
6.,sugar,32.99,6.57,19.91,42.87,18.93,23.64
7.,salt,4.31,1.61,2.34,2.48,3.81,2.46
8.,edible oil,65.00,53.82,109.54,66.68,63.04,48.22
9.,"egg, fish & meat",22.93,38.35,109.25,394.05,127.57,45.62
10.,vegetables,73.32,66.69,136.88,73.41,91.59,61.88
11.,fruits (fresh),28.98,13.07,30.01,120.45,42.36,19.18
12.,fruits (dry),6.02,0.53,4.44,8.43,3.44,5.59
13.,spices,30.22,30.32,55.93,61.77,73.17,28.78
14.,"beverages, refreshments, etc.",118.53,66.13,124.01,282.35,192.53,74.59
15.,food: total (1-14),966.43,486.77,986.41,1329.21,990.93,621.96
16,"pan, tobacco & intoxicants",28.73,39.24,118.61,52.56,38.70,30.10
17.,fuel and light,240.12,118.01,185.41,143.69,118.89,118.26
18.,clothing & bedding,126.01,74.16,142.44,163.00,120.64,86.78
19.,footwear,35.83,14.33,31.60,28.82,19.10,14.70
20.,education,159.73,32.24,92.95,11.29,188.13,50.69
21.,medical (institutional),8.80,18.58,16.59,38.45,41.31,30.31
22.,medical (non-institutional),77.56,36.25,56.18,26.37,121.88,64.52
23.,entertainment,36.10,15.28,46.80,20.88,36.86,14.24
24.,minor durable-type goods,2.63,1.22,4.81,0.98,3.16,4.33
25.,toilet articles,83.99,27.55,59.50,43.53,62.50,30.67
26.,other household consumables,47.01,19.39,45.56,40.08,75.00,28.18
27.,consum. services excl. conveyance,113.21,47.09,136.08,93.19,85.97,57.57
28.,conveyance,208.44,80.88,127.00,131.52,174.01,60.92
29.,rent,303.33,23.25,109.22,71.06,118.51,6.31
30.,taxes & cesses,24.23,1.44,5.63,0.11,7.97,3.59
31.,durable goods,81.47,58.52,74.70,338.30,106.33,64.03
32.,non-food: total (16-31),1577.17,607.43,1253.09,1203.83,1318.99,665.21
33.,total expenditure (15+32),2543.57,1094.20,2239.45,2533.07,2309.92,1287.17
34.,cooked meals recd. free in workpl.*,3.54,0.40,0.02,0.47,8.01,1.61
35.,cooked meals recd. as assistance *,0.00,11.55,6.44,60.87,17.81,16.49
36.,clothing & footwear (2nd hand) **,0.11,0.16,0.08,0.00,0.00,0.43
37.,"books, journals, etc. (2nd hand) @",0.00,0.00,0.00,0.00,0.00,0.26
38.,durables (2nd hand) $,0.00,0.00,0.00,0.00,0.32,1.89
